Date,Open,High,Low,Close,Volume,Adj Close
2015-06-01,196.130005,202.910004,194.929993,200.770004,2488300,200.770004
2015-05-29,195.25,197.149994,194.630005,194.929993,1542200,194.929993
2015-05-28,198.100006,198.690002,196.020004,196.229996,1332800,196.229996
2015-05-27,195.00,198.00,194.119995,197.990005,1324500,197.990005
2015-05-26,195.979996,196.910004,194.50,195.789993,1417500,195.789993
2015-05-22,197.330002,197.869995,195.009995,196.229996,1412100,196.229996
2015-05-21,194.389999,197.059998,193.259995,197.039993,2230200,197.039993
2015-05-20,194.869995,195.00,191.639999,193.800003,1500500,193.800003
2015-05-19,197.259995,197.300003,193.029999,194.220001,2470600,194.220001
2015-05-18,191.50,199.00,191.00,198.380005,3802900,198.380005
2015-05-15,195.020004,195.940002,193.199997,195.660004,1516900,195.660004
2015-05-14,198.199997,198.199997,192.75,194.490005,3739900,194.490005
2015-05-13,200.529999,200.679993,195.259995,196.869995,2086100,196.869995
2015-05-12,200.00,200.869995,198.00,200.240005,1355700,200.240005
2015-05-11,199.00,202.649994,197.330002,200.259995,2078400,200.259995
2015-05-08,202.940002,204.289993,197.880005,198.720001,2965200,198.720001
2015-05-07,199.820007,202.940002,199.009995,201.410004,2088000,201.410004
2015-05-06,200.00,200.639999,196.110001,200.220001,3089000,200.220001
2015-05-05,203.289993,203.419998,198.639999,199.830002,4146100,199.830002
2015-05-04,208.399994,209.25,200.360001,203.419998,5836200,203.419998
2015-05-01,252.130005,252.130005,198.399994,205.210007,16812700,205.210007
2015-04-30,256.399994,256.779999,250.160004,252.130005,3144200,252.130005
2015-04-29,256.029999,259.140015,255.25,257.149994,1093900,257.149994
2015-04-28,261.140015,262.519989,255.520004,257.339996,1550300,257.339996
2015-04-27,262.76001,264.700012,259.50,260.290009,1055500,260.290009
2015-04-24,258.320007,262.76001,257.23999,260.950012,1318000,260.950012
2015-04-23,258.459991,260.130005,256.059998,256.23999,849000,256.23999
2015-04-22,259.070007,260.869995,257.089996,259.350006,879500,259.350006
2015-04-21,260.640015,262.380005,257.910004,258.420013,1136000,258.420013
2015-04-20,255.399994,265.559998,253.800003,258.519989,2121700,258.519989
2015-04-17,256.25,257.059998,252.279999,253.75,1118000,253.75
2015-04-16,257.01001,259.529999,256.480011,257.070007,835800,257.070007
2015-04-15,258.980011,259.98999,256.470001,257.190002,902600,257.190002
2015-04-14,262.029999,264.579987,256.290009,257.50,1509300,257.50
2015-04-13,264.00,266.529999,261.630005,263.160004,1454900,263.160004
2015-04-10,260.50,265.459991,260.019989,265.350006,2305900,265.350006
2015-04-09,251.020004,256.50,247.649994,256.140015,1481200,256.140015
2015-04-08,250.559998,255.839996,250.320007,252.259995,1061100,252.259995
2015-04-07,248.509995,253.529999,248.509995,249.809998,936900,249.809998
2015-04-06,246.009995,251.679993,245.350006,249.309998,821600,249.309998
2015-04-02,249.710007,250.279999,246.880005,248.820007,651100,248.820007
2015-04-01,249.919998,251.050003,246.229996,248.320007,1113900,248.320007
2015-03-31,254.460007,255.369995,249.860001,249.860001,1105200,249.860001
2015-03-30,257.899994,258.980011,252.809998,255.190002,791700,255.190002
2015-03-27,256.00,258.049988,253.809998,256.709991,577500,256.709991
2015-03-26,254.089996,256.700012,252.330002,255.789993,849100,255.789993
2015-03-25,264.179993,264.609985,255.039993,256.049988,1174600,256.049988
2015-03-24,262.929993,267.279999,261.880005,264.160004,1110600,264.160004
2015-03-23,264.25,264.869995,260.75,261.839996,664000,261.839996
2015-03-20,262.50,265.109985,261.01001,264.25,1198200,264.25
2015-03-19,259.899994,263.00,258.109985,260.579987,750900,260.579987
2015-03-18,258.519989,260.459991,255.449997,260.149994,1594600,260.149994
2015-03-17,254.990005,260.00,254.009995,258.709991,1337200,258.709991
2015-03-16,259.799988,260.600006,256.00,260.170013,1067600,260.170013
2015-03-13,263.630005,263.880005,258.00,259.119995,1700500,259.119995
2015-03-12,265.700012,268.200012,265.040009,266.420013,944000,266.420013
2015-03-11,265.140015,268.790009,263.399994,264.950012,1211300,264.950012
2015-03-10,264.850006,266.709991,262.00,265.00,1178700,265.00
2015-03-09,264.450012,267.829987,263.799988,267.209991,827000,267.209991
2015-03-06,268.029999,271.950012,263.779999,264.630005,1595900,264.630005
2015-03-05,265.25,268.980011,265.25,268.339996,1115600,268.339996
2015-03-04,264.950012,266.00,260.619995,265.230011,1240800,265.230011
2015-03-03,268.670013,272.549988,263.790009,265.540009,1195900,265.540009
2015-03-02,267.450012,269.869995,264.769989,269.420013,894200,269.420013
2015-02-27,269.940002,271.899994,266.910004,267.200012,984100,267.200012
2015-02-26,272.309998,276.179993,270.100006,270.76001,2256400,270.76001
2015-02-25,264.390015,271.429993,263.899994,269.00,1266400,269.00
2015-02-24,265.109985,266.369995,262.549988,264.26001,849400,264.26001
2015-02-23,267.00,271.070007,263.309998,264.209991,1165300,264.209991
2015-02-20,265.570007,268.799988,264.679993,267.630005,953300,267.630005
2015-02-19,265.079987,268.320007,264.209991,266.339996,973300,266.339996
2015-02-18,261.299988,267.799988,260.059998,266.910004,1851000,266.910004
2015-02-17,269.630005,272.940002,265.25,265.75,1416300,265.75
2015-02-13,266.790009,269.75,264.519989,269.00,1992300,269.00
2015-02-12,268.940002,271.440002,265.690002,267.170013,1870800,267.170013
2015-02-11,268.980011,272.00,267.109985,267.920013,2159900,267.920013
2015-02-10,268.970001,274.190002,268.50,269.75,2645800,269.75
2015-02-09,262.75,269.829987,262.01001,267.429993,3039400,267.429993
2015-02-06,237.970001,272.959991,237.970001,263.399994,6916800,263.399994
2015-02-05,234.210007,238.199997,231.080002,237.970001,3951700,237.970001
2015-02-04,232.50,234.00,228.289993,232.029999,1714900,232.029999
2015-02-03,230.720001,235.50,228.00,232.759995,2394400,232.759995
2015-02-02,225.550003,226.440002,219.160004,224.570007,1111100,224.570007
2015-01-30,222.149994,228.320007,222.149994,224.740005,1313600,224.740005
2015-01-29,219.889999,223.669998,215.729996,223.039993,799400,223.039993
2015-01-28,225.630005,225.630005,218.889999,220.460007,939100,220.460007
2015-01-27,222.059998,224.529999,219.589996,222.619995,897500,222.619995
2015-01-26,232.210007,232.350006,224.580002,226.360001,1857400,226.360001
2015-01-23,229.490005,235.369995,227.100006,232.220001,1912000,232.220001
2015-01-22,220.360001,226.00,217.139999,224.940002,1416500,224.940002
2015-01-21,213.389999,219.580002,210.309998,219.199997,1194000,219.199997
2015-01-20,215.220001,215.899994,210.089996,213.059998,1020400,213.059998
2015-01-16,213.119995,217.589996,209.600006,214.179993,1108900,214.179993
2015-01-15,220.00,221.550003,212.830002,213.210007,1368100,213.210007
2015-01-14,220.00,224.710007,218.029999,219.429993,1366300,219.429993
2015-01-13,226.100006,228.389999,221.369995,223.00,1583600,223.00
2015-01-12,226.610001,229.009995,221.710007,223.130005,1654400,223.130005
2015-01-09,227.800003,230.149994,224.089996,227.130005,1515300,227.130005
2015-01-08,223.589996,228.720001,220.770004,227.050003,1289500,227.050003
2015-01-07,220.990005,223.429993,217.369995,222.160004,985000,222.160004
2015-01-06,227.619995,228.779999,214.520004,219.509995,2002700,219.509995
2015-01-05,227.990005,232.199997,225.559998,227.509995,1400600,227.509995
2015-01-02,230.740005,231.389999,224.259995,229.649994,1203000,229.649994
2014-12-31,233.089996,233.699997,229.110001,229.710007,599800,229.710007
2014-12-30,232.369995,234.160004,230.259995,232.669998,533900,232.669998
2014-12-29,235.300003,237.190002,232.410004,233.339996,714800,233.339996
2014-12-26,232.270004,237.039993,231.529999,235.25,790900,235.25
2014-12-24,231.240005,234.729996,230.210007,231.830002,478400,231.830002
2014-12-23,235.190002,238.190002,230.880005,231.490005,1278300,231.490005
2014-12-22,234.710007,235.25,231.009995,233.00,1398700,233.00
2014-12-19,232.809998,243.25,231.320007,234.610001,3310200,234.610001
2014-12-18,224.050003,232.300003,223.559998,231.839996,2370400,231.839996
2014-12-17,216.529999,220.600006,215.100006,219.779999,1143700,219.779999
2014-12-16,215.830002,221.630005,214.940002,215.570007,1423700,215.570007
2014-12-15,221.710007,223.169998,217.869995,218.020004,1072400,218.020004
2014-12-12,214.970001,221.860001,214.270004,219.899994,1278100,219.899994
2014-12-11,215.190002,220.75,214.199997,217.360001,1154800,217.360001
2014-12-10,215.380005,218.410004,214.029999,215.070007,1297900,215.070007
2014-12-09,207.039993,215.679993,205.00,215.470001,1172400,215.470001
2014-12-08,216.899994,218.429993,209.50,211.940002,1908400,211.940002
2014-12-05,218.259995,219.029999,216.020004,218.080002,1185700,218.080002
2014-12-04,216.229996,219.990005,216.080002,218.830002,774500,218.830002
2014-12-03,216.869995,218.800003,213.25,217.740005,1197900,217.740005
2014-12-02,217.880005,218.50,213.710007,215.020004,1295900,215.020004
2014-12-01,225.809998,225.880005,216.070007,216.809998,1577200,216.809998
2014-11-28,225.720001,227.899994,224.00,226.270004,493200,226.270004
2014-11-26,223.759995,226.740005,222.589996,226.339996,969600,226.339996
2014-11-25,221.559998,224.860001,221.169998,224.350006,1015600,224.350006
2014-11-24,219.199997,222.00,215.520004,221.759995,1159500,221.759995
2014-11-21,222.899994,224.50,218.00,219.089996,1050200,219.089996
2014-11-20,218.50,222.259995,217.110001,220.300003,798400,220.300003
2014-11-19,220.100006,222.100006,216.380005,219.610001,1288500,219.610001
2014-11-18,219.279999,225.50,219.00,221.070007,1973100,221.070007
2014-11-17,229.440002,230.690002,219.440002,223.279999,2756000,223.279999
2014-11-14,230.059998,234.830002,229.720001,233.889999,1395500,233.889999
2014-11-13,231.899994,234.789993,228.509995,229.770004,1366500,229.770004
2014-11-12,230.880005,231.440002,228.199997,231.130005,1022900,231.130005
2014-11-11,229.210007,231.460007,226.119995,231.00,1050700,231.00
2014-11-10,221.75,230.279999,221.660004,229.25,1482400,229.25
2014-11-07,224.649994,226.419998,222.179993,223.039993,1363400,223.039993
2014-11-06,221.839996,226.979996,221.25,224.649994,3299600,224.649994
2014-11-05,235.960007,236.679993,218.179993,218.179993,3769500,218.179993
2014-11-04,232.490005,238.770004,231.869995,238.429993,2463300,238.429993
2014-11-03,228.210007,236.149994,226.440002,233.080002,2936200,233.080002
2014-10-31,224.240005,232.229996,222.729996,228.960007,6947100,228.960007
2014-10-30,198.460007,203.740005,195.50,202.899994,4365400,202.899994
2014-10-29,202.990005,202.990005,197.119995,199.509995,1742500,199.509995
2014-10-28,199.119995,205.800003,198.630005,205.350006,1293600,205.350006
2014-10-27,202.309998,202.309998,198.50,199.990005,956900,199.990005
2014-10-24,201.50,203.490005,199.199997,202.100006,873100,202.100006
2014-10-23,202.979996,204.779999,199.550003,202.619995,1062400,202.619995
2014-10-22,206.399994,206.399994,198.279999,198.520004,1442200,198.520004
2014-10-21,201.00,206.889999,200.00,205.380005,1524500,205.380005
2014-10-20,195.699997,199.50,193.220001,198.440002,1033300,198.440002
2014-10-17,201.660004,201.660004,195.50,195.960007,1415400,195.960007
2014-10-16,188.690002,202.479996,187.610001,198.389999,2032500,198.389999
2014-10-15,192.00,200.850006,191.449997,199.619995,1538000,199.619995
2014-10-14,195.009995,199.639999,193.210007,196.020004,1034300,196.020004
2014-10-13,195.059998,199.240005,189.199997,193.130005,1843200,193.130005
2014-10-10,200.669998,205.220001,194.130005,194.229996,2397800,194.229996
2014-10-09,206.839996,206.979996,200.649994,201.990005,1682900,201.990005
2014-10-08,204.350006,207.080002,192.190002,207.070007,2065100,207.070007
2014-10-07,207.839996,208.770004,204.029999,204.389999,1199100,204.389999
2014-10-06,211.889999,213.630005,207.720001,208.220001,1190600,208.220001
2014-10-03,210.089996,213.399994,207.740005,210.869995,1455700,210.869995
2014-10-02,203.399994,208.389999,200.800003,207.00,1524700,207.00
2014-10-01,207.419998,208.199997,201.00,203.080002,1872200,203.080002
2014-09-30,210.259995,211.960007,205.550003,207.789993,1268900,207.789993
2014-09-29,211.029999,213.490005,209.110001,210.380005,980900,210.380005
2014-09-26,210.100006,215.149994,209.009995,212.720001,1957800,212.720001
2014-09-25,210.809998,211.419998,205.759995,206.039993,1554100,206.039993
2014-09-24,207.039993,212.889999,206.020004,211.630005,1580900,211.630005
2014-09-23,205.399994,209.990005,205.279999,206.210007,1628500,206.210007
2014-09-22,210.679993,210.820007,204.289993,206.889999,1545900,206.889999
2014-09-19,211.00,211.970001,207.179993,211.169998,1643200,211.169998
2014-09-18,210.399994,211.479996,209.029999,210.50,1020600,210.50
2014-09-17,212.990005,215.470001,208.759995,210.039993,1656800,210.039993
2014-09-16,206.110001,213.75,204.220001,212.380005,2971500,212.380005
2014-09-15,224.50,224.50,206.690002,207.710007,3929500,207.710007
2014-09-12,226.330002,226.520004,223.279999,224.830002,1391700,224.830002
2014-09-11,229.539993,230.470001,224.119995,226.610001,1894700,226.610001
2014-09-10,229.490005,231.289993,226.729996,231.00,851800,231.00
2014-09-09,230.660004,232.279999,227.380005,228.740005,1270900,228.740005
2014-09-08,229.320007,231.649994,228.759995,230.600006,985900,230.600006
2014-09-05,227.100006,230.570007,225.729996,229.630005,1556000,229.630005
2014-09-04,225.339996,230.740005,225.210007,227.550003,1717300,227.550003
2014-09-03,227.539993,227.979996,223.399994,225.050003,1593100,225.050003
2014-09-02,225.910004,228.699997,224.139999,225.00,1602600,225.00
2014-08-29,223.910004,226.720001,223.350006,225.75,1029500,225.75
2014-08-28,222.759995,224.199997,221.919998,223.259995,1011700,223.259995
2014-08-27,225.100006,225.520004,222.649994,224.199997,930300,224.199997
2014-08-26,223.25,226.589996,221.520004,225.360001,1173700,225.360001
2014-08-25,227.600006,227.800003,221.720001,222.479996,1899200,222.479996
2014-08-22,218.399994,227.419998,217.369995,226.399994,2687300,226.399994
2014-08-21,218.00,219.479996,216.639999,219.199997,1068800,219.199997
2014-08-20,215.529999,218.860001,214.800003,217.919998,1101700,217.919998
2014-08-19,218.759995,221.940002,216.399994,216.710007,2043700,216.710007
2014-08-18,216.509995,220.550003,216.330002,218.660004,2280900,218.660004
2014-08-15,218.869995,220.009995,214.229996,219.860001,2439200,219.860001
2014-08-14,216.160004,219.009995,215.00,218.360001,1552100,218.360001
2014-08-13,214.100006,216.330002,213.50,215.139999,1411400,215.139999
2014-08-12,212.070007,213.839996,210.070007,213.380005,1179200,213.380005
2014-08-11,209.089996,214.070007,209.089996,212.899994,2113800,212.899994
2014-08-08,207.00,208.259995,204.00,208.119995,1649400,208.119995
2014-08-07,204.089996,208.75,203.25,206.759995,2060700,206.759995
2014-08-06,202.300003,205.690002,202.00,203.570007,1701800,203.570007
2014-08-05,200.300003,205.720001,200.300003,204.649994,2573700,204.649994
2014-08-04,200.050003,204.059998,198.619995,202.50,3053200,202.50
2014-08-01,196.210007,201.779999,192.559998,201.779999,10507500,201.779999
2014-07-31,186.740005,186.949997,178.759995,180.639999,5383600,180.639999
2014-07-30,182.100006,187.399994,181.119995,187.289993,3158100,187.289993
2014-07-29,178.050003,179.919998,176.830002,179.740005,1635100,179.740005
2014-07-28,177.229996,178.940002,174.720001,178.00,1515600,178.00
2014-07-25,177.00,178.820007,176.009995,177.440002,1457700,177.440002
2014-07-24,173.699997,178.550003,172.300003,178.050003,3194300,178.050003
2014-07-23,166.610001,172.389999,166.070007,171.779999,2677000,171.779999
2014-07-22,162.770004,165.610001,162.309998,165.50,1963800,165.50
2014-07-21,159.580002,163.130005,159.029999,161.960007,1314500,161.960007
2014-07-18,158.300003,160.860001,157.779999,159.990005,1250300,159.990005
2014-07-17,157.960007,159.50,156.300003,157.210007,1458400,157.210007
2014-07-16,159.860001,160.00,157.330002,157.669998,958900,157.669998
2014-07-15,159.990005,161.00,156.979996,158.509995,1750100,158.509995
2014-07-14,157.899994,162.75,156.720001,159.699997,1580900,159.699997
2014-07-11,157.479996,158.800003,155.130005,156.580002,1332700,156.580002
2014-07-10,155.899994,158.759995,153.309998,156.309998,2363800,156.309998
2014-07-09,158.520004,160.880005,154.00,159.559998,2440800,159.559998
2014-07-08,168.970001,169.100006,155.990005,158.669998,3513100,158.669998
2014-07-07,173.279999,173.520004,169.080002,169.25,1164900,169.25
2014-07-03,173.270004,175.110001,171.869995,173.710007,1076500,173.710007
2014-07-02,172.149994,174.740005,172.029999,172.419998,1487500,172.419998
2014-07-01,173.119995,174.740005,171.240005,171.75,1764300,171.75
2014-06-30,167.089996,172.279999,167.00,171.470001,1787900,171.470001
2014-06-27,167.369995,168.169998,165.800003,166.759995,1531400,166.759995
2014-06-26,169.910004,169.910004,165.160004,166.770004,1646400,166.770004
2014-06-25,165.690002,170.070007,165.00,170.00,1362900,170.00
2014-06-24,168.449997,171.919998,165.399994,166.190002,1852600,166.190002
2014-06-23,166.25,169.100006,164.75,168.399994,1091600,168.399994
2014-06-20,167.330002,167.330002,162.860001,165.800003,1423500,165.800003
2014-06-19,170.289993,170.660004,165.600006,166.990005,1283700,166.990005
2014-06-18,166.210007,170.639999,164.979996,169.25,2170100,169.25
2014-06-17,166.00,166.50,163.210007,165.470001,1822000,165.470001
2014-06-16,169.300003,169.570007,166.460007,167.539993,1773500,167.539993
2014-06-13,165.789993,169.800003,164.039993,169.300003,3081000,169.300003
2014-06-12,164.00,167.25,162.50,164.539993,2411800,164.539993
2014-06-11,162.800003,165.610001,161.639999,163.639999,1689500,163.639999
2014-06-10,156.25,163.979996,156.00,163.679993,2680700,163.679993
2014-06-09,156.399994,158.820007,155.350006,156.389999,966100,156.389999
2014-06-06,155.509995,157.669998,154.490005,156.800003,921800,156.800003
2014-06-05,157.029999,157.410004,152.179993,155.240005,1568000,155.240005
2014-06-04,155.110001,158.00,153.00,156.399994,1105400,156.399994
2014-06-03,154.300003,157.539993,153.669998,155.809998,1355700,155.809998
2014-06-02,160.009995,160.630005,153.00,155.440002,2020600,155.440002
2014-05-30,163.289993,163.600006,159.029999,160.089996,2177000,160.089996
2014-05-29,161.300003,164.369995,159.869995,163.690002,2532000,163.690002
2014-05-28,160.449997,163.00,159.00,160.440002,1999400,160.440002
2014-05-27,157.00,162.979996,157.00,160.539993,2414200,160.539993
2014-05-23,155.759995,156.639999,154.059998,155.910004,1207700,155.910004
2014-05-22,152.899994,157.00,151.759995,155.860001,2087800,155.860001
2014-05-21,150.869995,153.270004,148.679993,152.720001,1765100,152.720001
2014-05-20,151.00,152.50,148.100006,149.860001,2072000,149.860001
2014-05-19,145.800003,151.949997,145.550003,151.440002,2219500,151.440002
2014-05-16,145.199997,147.320007,143.110001,147.020004,2444900,147.020004
2014-05-15,146.00,149.460007,143.449997,147.860001,2893200,147.860001
2014-05-14,147.059998,148.809998,145.149994,145.559998,2396500,145.559998
2014-05-13,152.699997,153.220001,146.380005,147.669998,2477000,147.669998
2014-05-12,151.279999,153.339996,147.869995,152.300003,2882400,152.300003
2014-05-09,145.00,149.50,144.580002,148.690002,2833800,148.690002
2014-05-08,142.880005,151.610001,141.179993,145.070007,4659700,145.070007
2014-05-07,143.050003,143.759995,136.020004,143.369995,5753100,143.369995
2014-05-06,150.479996,151.259995,141.270004,142.330002,5371800,142.330002
2014-05-05,144.399994,152.880005,144.380005,150.910004,4677500,150.910004
2014-05-02,160.639999,161.639999,147.520004,147.729996,10262100,147.729996
2014-05-01,157.380005,164.160004,157.240005,161.220001,6546800,161.220001
2014-04-30,150.210007,153.869995,148.009995,153.470001,2329200,153.470001
2014-04-29,144.020004,154.649994,144.020004,153.229996,4353800,153.229996
2014-04-28,157.789993,158.50,143.259995,148.059998,7405100,148.059998
2014-04-25,165.75,167.00,157.949997,158.169998,4191700,158.169998
2014-04-24,179.360001,179.360001,166.699997,171.589996,3046800,171.589996
2014-04-23,176.050003,177.199997,171.619995,175.710007,2086900,175.710007
2014-04-22,176.899994,180.960007,176.029999,176.309998,2068700,176.309998
2014-04-21,177.449997,179.380005,174.429993,176.899994,1995000,176.899994
2014-04-17,171.399994,176.610001,168.690002,175.419998,3170000,175.419998
2014-04-16,172.110001,173.690002,166.380005,171.820007,2138000,171.820007
2014-04-15,167.339996,171.559998,160.919998,170.899994,2990300,170.899994
2014-04-14,169.639999,170.190002,163.869995,165.779999,1972700,165.779999
2014-04-11,166.850006,171.869995,163.460007,165.779999,3208000,165.779999
2014-04-10,175.449997,176.539993,166.610001,169.990005,3895500,169.990005
2014-04-09,174.050003,177.220001,172.419998,176.179993,4500800,176.179993
2014-04-08,160.919998,170.360001,160.199997,169.100006,4750900,169.100006
2014-04-07,163.690002,169.339996,158.059998,159.649994,6075000,159.649994
2014-04-04,177.070007,177.889999,165.600006,165.830002,5848500,165.830002
2014-04-03,182.039993,183.330002,175.410004,176.970001,3504800,176.970001
2014-04-02,189.990005,190.00,182.619995,183.380005,2511400,183.380005
2014-04-01,185.00,188.00,183.360001,187.960007,3286100,187.960007
2014-03-31,192.289993,193.729996,184.300003,184.940002,2367000,184.940002
2014-03-28,189.25,193.830002,187.259995,190.589996,2978600,190.589996
2014-03-27,184.649994,189.289993,178.25,188.539993,3263400,188.539993
2014-03-26,186.369995,189.669998,185.029999,185.929993,3571100,185.929993
2014-03-25,189.649994,189.869995,181.770004,184.330002,3500800,184.330002
2014-03-24,196.559998,197.880005,183.75,188.139999,4617500,188.139999
2014-03-21,204.630005,205.449997,196.169998,196.720001,2756700,196.720001
2014-03-20,201.490005,206.429993,200.009995,204.419998,2144200,204.419998
2014-03-19,201.160004,205.190002,199.610001,201.949997,2373000,201.949997
2014-03-18,191.990005,197.979996,191.919998,197.850006,1643800,197.850006
2014-03-17,197.910004,197.910004,190.820007,191.809998,2849200,191.809998
2014-03-14,197.809998,200.529999,194.339996,196.779999,1925800,196.779999
2014-03-13,203.880005,206.630005,197.009995,197.839996,2196800,197.839996
2014-03-12,200.580002,205.619995,198.190002,203.080002,1832900,203.080002
2014-03-11,202.529999,207.039993,200.919998,201.50,1770300,201.50
2014-03-10,205.800003,206.050003,201.070007,202.429993,1887000,202.429993
2014-03-07,210.199997,210.199997,205.00,206.789993,2275900,206.789993
2014-03-06,208.399994,211.940002,205.649994,208.809998,2291000,208.809998
2014-03-05,203.00,207.990005,202.699997,207.740005,1955900,207.740005
2014-03-04,206.50,206.880005,202.460007,203.00,2702300,203.00
2014-03-03,201.600006,205.339996,198.300003,201.449997,2626300,201.449997
2014-02-28,213.320007,214.160004,200.00,204.039993,4271000,204.039993
2014-02-27,212.050003,214.990005,210.25,213.770004,2458600,213.770004
2014-02-26,216.690002,217.490005,211.020004,212.800003,4220800,212.800003
2014-02-25,206.119995,211.550003,203.089996,209.839996,5867600,209.839996
2014-02-24,191.720001,199.880005,191.509995,199.589996,2720200,199.589996
2014-02-21,194.720001,196.470001,192.229996,192.619995,2460600,192.619995
2014-02-20,195.899994,198.160004,192.039993,193.389999,2886300,193.389999
2014-02-19,190.00,198.690002,189.75,196.320007,5337000,196.320007
2014-02-18,186.210007,191.990005,185.039993,191.919998,4219400,191.919998
2014-02-14,192.130005,192.460007,185.729996,186.130005,4344300,186.130005
2014-02-13,190.300003,195.00,189.869995,191.669998,4337800,191.669998
2014-02-12,202.410004,204.399994,192.240005,192.339996,7159400,192.339996
2014-02-11,207.899994,209.00,200.190002,202.800003,5055300,202.800003
2014-02-10,209.00,213.00,206.809998,207.330002,3786500,207.330002
2014-02-07,210.190002,211.779999,201.979996,209.589996,11190000,209.589996
2014-02-06,214.559998,225.00,212.679993,223.449997,7094500,223.449997
2014-02-05,212.589996,215.949997,207.690002,214.360001,2149200,214.360001
2014-02-04,213.550003,214.50,209.679993,212.330002,2365800,212.330002
2014-02-03,217.240005,220.899994,210.550003,215.399994,2789000,215.399994
2014-01-31,208.160004,218.949997,208.160004,215.210007,2089100,215.210007
2014-01-30,211.830002,215.770004,208.630005,212.399994,2190900,212.399994
2014-01-29,209.740005,212.399994,201.860001,204.130005,2278800,204.130005
2014-01-28,207.039993,213.00,207.039993,212.690002,1993600,212.690002
2014-01-27,217.50,217.50,204.970001,205.220001,2996500,205.220001
2014-01-24,215.25,221.50,213.809998,217.389999,2125500,217.389999
2014-01-23,218.520004,220.300003,214.520004,216.740005,1265100,216.740005
2014-01-22,221.550003,223.740005,218.50,220.479996,1317500,220.479996
2014-01-21,222.160004,223.839996,218.100006,220.979996,1372000,220.979996
2014-01-17,229.800003,229.960007,219.199997,219.929993,2863900,219.929993
2014-01-16,217.529999,234.479996,217.320007,230.559998,3945100,230.559998
2014-01-15,217.029999,220.00,214.699997,216.00,1988900,216.00
2014-01-14,214.899994,216.979996,212.559998,216.220001,1363100,216.220001
2014-01-13,219.169998,220.339996,211.029999,213.539993,2471300,213.539993
2014-01-10,216.199997,218.789993,215.589996,218.75,2241000,218.75
2014-01-09,209.009995,215.279999,209.009995,215.25,2380100,215.25
2014-01-08,211.899994,212.580002,207.550003,209.059998,2247300,209.059998
2014-01-07,199.630005,210.00,198.600006,209.639999,3766800,209.639999
2014-01-06,207.729996,208.139999,202.550003,203.919998,2079300,203.919998
2014-01-03,208.410004,209.580002,205.550003,207.419998,1989300,207.419998
2014-01-02,213.979996,214.00,206.279999,207.639999,3574800,207.639999
2013-12-31,215.429993,217.490005,213.25,216.830002,1004900,216.830002
2013-12-30,215.100006,216.119995,210.270004,214.649994,1096500,214.649994
2013-12-27,220.149994,220.860001,215.949997,216.350006,1035200,216.350006
